,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,petropavlovsk-kamchatskiy,53.0452,158.6483,13.33,67.0,75.0,2.0,RU,1663050699.0
1,saskylakh,71.9167,114.0833,1.93,97.0,100.0,1.71,RU,1663050700.0
3,ushuaia,-54.8,-68.3,5.81,52.0,20.0,5.66,AR,1663051095.0
4,port alfred,-33.5906,26.891,15.1,72.0,15.0,2.24,ZA,1663050593.0
5,hithadhoo,-0.6,73.0833,27.82,70.0,12.0,2.64,MV,1663050840.0
6,pevek,69.7008,170.3133,1.89,88.0,100.0,2.73,RU,1663050703.0
7,bredasdorp,-34.5322,20.0403,15.09,61.0,74.0,1.86,ZA,1663051109.0
8,schruns,47.0709,9.9475,10.9,48.0,99.0,1.53,AT,1663050703.0
9,jamestown,42.097,-79.2353,15.01,75.0,75.0,0.0,US,1663050856.0
10,vaini,-21.2,-175.2,25.09,88.0,20.0,3.09,TO,1663051093.0
11,saint george,37.1041,-113.5841,24.79,61.0,40.0,4.12,US,1663050705.0
12,kruisfontein,-34.0033,24.7314,13.27,59.0,4.0,3.15,ZA,1663050517.0
13,ponta do sol,32.6667,-17.1,22.06,82.0,54.0,4.76,PT,1663050706.0
14,busselton,-33.65,115.3333,12.51,85.0,97.0,11.32,AU,1663050514.0
15,carnarvon,-24.8667,113.6333,20.87,55.0,1.0,8.72,AU,1663051112.0
16,at-bashi,41.1702,75.8106,17.91,28.0,0.0,1.44,KG,1663050707.0
17,basco,20.4487,121.9702,28.51,78.0,94.0,12.96,PH,1663050708.0
18,manaure,11.7751,-72.4445,27.82,73.0,95.0,4.55,CO,1663050708.0
19,lagoa,39.05,-27.9833,21.38,82.0,100.0,1.3,PT,1663050709.0
20,sitka,57.0531,-135.33,12.94,76.0,40.0,0.0,US,1663050709.0
21,zapolyarnyy,69.4154,30.8136,4.6,83.0,100.0,4.39,RU,1663050709.0
22,penzance,50.1186,-5.5371,19.38,80.0,100.0,9.46,GB,1663050710.0
23,east london,-33.0153,27.9116,16.52,55.0,0.0,5.14,ZA,1663051114.0
24,puerto ayora,-0.7393,-90.3518,17.53,99.0,100.0,0.89,EC,1663050711.0
26,quatre cocos,-20.2078,57.7625,25.06,66.0,5.0,4.6,MU,1663050712.0
27,kapaa,22.0752,-159.319,26.99,84.0,40.0,5.66,US,1663051115.0
28,cherskiy,68.75,161.3,3.41,92.0,100.0,3.48,RU,1663050712.0
29,albany,42.6001,-73.9662,20.68,94.0,100.0,0.62,US,1663050597.0
31,qaanaaq,77.484,-69.3632,1.31,90.0,100.0,2.38,GL,1663051116.0
32,tabriz,38.08,46.2919,25.7,29.0,0.0,0.0,IR,1663050714.0
34,tateyama,34.9833,139.8667,27.31,80.0,89.0,3.07,JP,1663050432.0
35,banes,20.9625,-75.7186,25.34,90.0,5.0,2.1,CU,1663050715.0
36,hermanus,-34.4187,19.2345,11.0,74.0,53.0,3.35,ZA,1663050520.0
37,montale,43.9356,11.0171,19.95,85.0,5.0,2.24,IT,1663050716.0
39,dikson,73.5069,80.5464,3.69,67.0,100.0,8.35,RU,1663050716.0
40,madona,56.8533,26.217,8.91,95.0,100.0,1.89,LV,1663050717.0
41,ribeira grande,38.5167,-28.7,23.22,94.0,75.0,4.12,PT,1663050718.0
43,zhangye,38.9342,100.4517,30.01,20.0,99.0,4.62,CN,1663050718.0
45,ngunguru,-35.6167,174.5,14.35,76.0,12.0,4.63,NZ,1663051119.0
46,linxia,35.6003,103.2064,23.35,45.0,75.0,2.49,CN,1663050720.0
47,port blair,11.6667,92.75,30.02,70.0,40.0,4.63,IN,1663050720.0
48,kholodnyy,62.7167,147.95,7.99,42.0,86.0,3.42,RU,1663050721.0
49,new norfolk,-42.7826,147.0587,12.16,54.0,87.0,0.45,AU,1663050680.0
51,atuona,-9.8,-139.0333,24.67,74.0,1.0,6.97,PF,1663050722.0
52,hobart,-42.8794,147.3294,12.35,70.0,40.0,3.6,AU,1663051061.0
54,pacific grove,36.6177,-121.9166,18.01,88.0,100.0,3.09,US,1663050722.0
55,vostok,46.4856,135.8833,11.46,87.0,97.0,3.49,RU,1663050723.0
56,porto santo,33.072,-16.3415,22.21,83.0,40.0,6.69,PT,1663050723.0
57,benguela,-12.5763,13.4055,21.41,78.0,31.0,0.63,AO,1663050724.0
58,lavrentiya,65.5833,-171.0,7.75,91.0,100.0,2.56,RU,1663050725.0
59,torbay,47.6666,-52.7314,14.6,97.0,100.0,8.23,CA,1663050725.0
60,nola,40.922,14.5329,27.43,66.0,0.0,0.39,IT,1663050726.0
61,thompson,55.7435,-97.8558,3.09,87.0,20.0,1.54,CA,1663051113.0
62,khatanga,71.9667,102.5,5.31,53.0,98.0,5.2,RU,1663050728.0
63,portland,45.5234,-122.6762,19.71,76.0,75.0,2.06,US,1663050728.0
64,liverpool,53.4106,-2.9779,14.9,86.0,40.0,2.57,GB,1663050596.0
65,husavik,66.0449,-17.3389,8.75,87.0,87.0,0.74,IS,1663050729.0
66,morant bay,17.8815,-76.4093,26.79,82.0,100.0,1.57,JM,1663050730.0
67,formosa,-26.1775,-58.1781,10.99,82.0,0.0,2.57,AR,1663050731.0
68,cape town,-33.9258,18.4232,16.18,77.0,0.0,6.71,ZA,1663050700.0
69,butaritari,3.0707,172.7902,27.52,74.0,65.0,3.53,KI,1663051125.0
70,punta arenas,-53.15,-70.9167,-0.94,86.0,0.0,2.06,CL,1663051125.0
73,upernavik,72.7868,-56.1549,4.49,97.0,100.0,2.18,GL,1663051126.0
74,goba,7.0167,39.9833,15.32,72.0,98.0,2.05,ET,1663050733.0
75,dalbandin,28.8947,64.4101,34.39,12.0,6.0,3.5,PK,1663050734.0
77,yumen,40.2833,97.2,28.5,23.0,86.0,8.34,CN,1663050736.0
78,ostrovnoy,68.0531,39.5131,8.12,75.0,100.0,1.47,RU,1663050737.0
79,longyearbyen,78.2186,15.6401,1.91,64.0,40.0,7.2,SJ,1663050737.0
80,mariana,-20.3778,-43.4161,15.09,97.0,13.0,1.35,BR,1663050738.0
81,tual,-5.6667,132.75,27.94,78.0,100.0,6.88,ID,1663051128.0
82,tessalit,20.1986,1.0114,31.8,14.0,10.0,3.95,ML,1663050738.0
83,orocue,4.7912,-71.3354,24.12,87.0,65.0,1.51,CO,1663050739.0
84,presidencia roque saenz pena,-26.7852,-60.4388,9.43,68.0,0.0,2.6,AR,1663050740.0
85,kahului,20.8947,-156.47,27.01,77.0,40.0,4.12,US,1663050741.0
87,caxito,-8.5785,13.6643,23.58,73.0,99.0,1.15,AO,1663050742.0
88,mataura,-46.1927,168.8643,2.04,94.0,100.0,3.47,NZ,1663051097.0
89,mount gambier,-37.8333,140.7667,13.58,50.0,6.0,1.45,AU,1663050447.0
90,barrow,71.2906,-156.7887,2.01,93.0,100.0,8.75,US,1663051131.0
91,hilo,19.7297,-155.09,24.04,92.0,100.0,3.09,US,1663050848.0
92,kuah,6.3265,99.8432,24.99,94.0,40.0,2.06,MY,1663050743.0
93,porto novo,6.4965,2.6036,24.9,88.0,100.0,1.94,BJ,1663050744.0
94,tigil,57.8,158.6667,7.42,92.0,100.0,3.22,RU,1663050744.0
95,sao filipe,14.8961,-24.4956,25.79,84.0,98.0,6.54,CV,1663050745.0
96,shimoda,34.6667,138.95,28.2,77.0,99.0,4.01,JP,1663050745.0
97,gornopravdinsk,60.05,69.9,14.24,42.0,16.0,4.09,RU,1663050747.0
98,bilma,18.6853,12.9164,32.51,16.0,98.0,5.18,NE,1663050747.0
99,leningradskiy,69.3833,178.4167,2.39,95.0,100.0,1.78,RU,1663051133.0
100,beringovskiy,63.05,179.3167,7.42,79.0,100.0,4.86,RU,1663050748.0
101,seoul,37.5683,126.9778,26.76,65.0,0.0,2.57,KR,1663050505.0
102,havoysund,70.9963,24.6622,6.13,72.0,94.0,3.34,NO,1663050750.0
103,hofn,64.2539,-15.2082,10.1,65.0,4.0,4.81,IS,1663050752.0
104,severo-kurilsk,50.6789,156.125,13.64,86.0,100.0,2.18,RU,1663051134.0
105,avarua,-21.2078,-159.775,24.03,78.0,40.0,3.6,CK,1663050752.0
106,macamic,48.7502,-78.9996,14.13,95.0,100.0,1.54,CA,1663050752.0
107,hue,16.4667,107.6,32.06,62.0,40.0,3.09,VN,1663050753.0
108,kaitangata,-46.2817,169.8464,3.55,91.0,100.0,7.02,NZ,1663050754.0
109,nikolskoye,59.7035,30.7861,13.26,80.0,100.0,2.37,RU,1663050754.0
110,hasaki,35.7333,140.8333,30.16,83.0,74.0,4.13,JP,1663050570.0
111,auki,-8.7676,160.7034,26.35,81.0,77.0,1.6,SB,1663050754.0
112,trincomalee,8.5711,81.2335,32.29,56.0,100.0,3.87,LK,1663050755.0
113,bandarbeyla,9.4942,50.8122,30.79,50.0,99.0,11.4,SO,1663050756.0
114,consolacion del sur,22.5047,-83.5136,23.99,85.0,19.0,1.06,CU,1663050756.0
115,corralillo,22.9819,-80.5856,26.07,84.0,86.0,3.27,CU,1663050757.0
116,meadow lake,34.8014,-106.5436,21.56,52.0,72.0,3.5,US,1663050758.0
117,cidreira,-30.1811,-50.2056,14.68,94.0,60.0,3.66,BR,1663050758.0
118,sao joao da barra,-21.6403,-41.0511,21.0,92.0,99.0,3.36,BR,1663050759.0
119,la libertad,-2.2333,-80.9,19.84,83.0,100.0,4.23,EC,1663050760.0
120,tambopata,-12.7333,-69.1833,23.57,78.0,91.0,0.26,PE,1663050761.0
121,bilibino,68.0546,166.4372,4.21,84.0,100.0,1.54,RU,1663050761.0
122,constitucion,-35.3333,-72.4167,7.4,89.0,1.0,1.48,CL,1663050762.0
123,provideniya,64.3833,-173.3,8.19,95.0,100.0,2.8,RU,1663050762.0
124,clyde river,70.4692,-68.5914,3.13,100.0,100.0,1.03,CA,1663050763.0
125,yellowknife,62.456,-114.3525,6.29,93.0,20.0,4.12,CA,1663051138.0
126,rikitea,-23.1203,-134.9692,22.65,70.0,100.0,1.12,PF,1663051139.0
127,komsomolskiy,40.4272,71.7189,20.4,56.0,0.0,2.06,UZ,1663050764.0
128,calama,-22.4667,-68.9333,1.27,27.0,0.0,4.12,CL,1663050764.0
130,neman,55.0311,22.0264,12.12,76.0,63.0,3.06,RU,1663050766.0
131,kodiak,57.79,-152.4072,11.73,71.0,20.0,1.54,US,1663050764.0
132,bluff,-46.6,168.3333,5.72,54.0,92.0,9.25,NZ,1663050767.0
133,maba,24.6841,113.5984,36.59,30.0,10.0,2.08,CN,1663050767.0
134,alofi,-19.0595,-169.9187,23.94,78.0,8.0,1.54,NU,1663050767.0
135,pingzhuang,42.0372,119.2889,23.53,47.0,0.0,3.9,CN,1663050768.0
136,norman wells,65.282,-126.8329,11.02,66.0,75.0,3.09,CA,1663050769.0
137,binga,-17.6203,27.3414,26.09,26.0,0.0,3.79,ZW,1663050769.0
139,kanigoro,-8.13,112.219,30.11,53.0,19.0,5.86,ID,1663050772.0
140,shizunai,42.3339,142.3669,22.06,86.0,93.0,1.05,JP,1663050654.0
141,dingle,10.9995,122.6711,30.2,73.0,90.0,4.42,PH,1663050772.0
142,padang,-0.9492,100.3543,28.03,88.0,100.0,0.88,ID,1663050304.0
143,davidson,36.1501,-86.7833,15.42,85.0,0.0,2.06,US,1663050773.0
144,saint-joseph,-21.3667,55.6167,24.21,64.0,20.0,0.9,RE,1663050773.0
145,ancud,-41.8697,-73.8203,7.1,90.0,27.0,1.81,CL,1663050774.0
146,port hardy,50.6996,-127.4199,15.1,88.0,100.0,1.54,CA,1663050774.0
147,ninghai,29.2892,121.4247,23.25,97.0,100.0,5.28,CN,1663050775.0
148,spasskoye,44.6108,132.7969,18.94,60.0,0.0,4.16,RU,1663050776.0
149,vestmannaeyjar,63.4427,-20.2734,9.94,82.0,100.0,6.57,IS,1663050777.0
150,mahebourg,-20.4081,57.7,25.16,61.0,75.0,6.17,MU,1663050777.0
151,yaan,7.3833,8.5667,23.0,92.0,92.0,2.42,NG,1663050777.0
153,berlevag,70.8578,29.0864,5.89,87.0,20.0,5.14,NO,1663050778.0
154,chumikan,54.7183,135.315,14.73,55.0,0.0,4.69,RU,1663050779.0
155,arraial do cabo,-22.9661,-42.0278,19.92,94.0,94.0,8.98,BR,1663051145.0
156,port-gentil,-0.7193,8.7815,24.74,75.0,28.0,3.11,GA,1663050780.0
157,tifton,31.4505,-83.5085,22.98,96.0,39.0,1.54,US,1663050783.0
159,meulaboh,4.1363,96.1285,29.51,64.0,92.0,3.22,ID,1663050785.0
160,necochea,-38.5473,-58.7368,7.43,79.0,0.0,3.33,AR,1663050787.0
161,yulara,-25.2406,130.9889,31.09,19.0,0.0,8.19,AU,1663050788.0
163,sawakin,19.1059,37.3321,37.16,37.0,81.0,1.62,SD,1663050794.0
164,ahipara,-35.1667,173.1667,13.74,88.0,91.0,5.22,NZ,1663050795.0
165,serafimovskiy,54.4241,53.7964,13.45,46.0,13.0,2.99,RU,1663050800.0
166,najran,17.4924,44.1277,32.36,14.0,100.0,4.64,SA,1663050804.0
167,castro,-24.7911,-50.0119,14.41,99.0,100.0,0.38,BR,1663050806.0
168,mar del plata,-38.0023,-57.5575,9.37,84.0,0.0,1.79,AR,1663050764.0
170,ylojarvi,61.5563,23.5961,9.97,95.0,75.0,4.63,FI,1663050808.0
171,paramonga,-10.6667,-77.8333,15.44,85.0,100.0,4.65,PE,1663050809.0
172,bouloupari,-21.8667,166.05,22.95,91.0,100.0,1.56,NC,1663050810.0
173,korostyshiv,50.3172,29.0563,10.31,96.0,100.0,4.73,UA,1663050811.0
174,ekpoma,6.7421,6.139,21.46,96.0,99.0,1.33,NG,1663050813.0
175,vardo,70.3705,31.1107,5.99,87.0,75.0,4.63,NO,1663050813.0
176,bathsheba,13.2167,-59.5167,28.34,78.0,40.0,4.63,BB,1663050813.0
177,aklavik,68.2191,-135.0107,5.36,87.0,28.0,2.21,CA,1663050814.0
178,geraldton,-28.7667,114.6,19.23,63.0,75.0,10.8,AU,1663050815.0
179,ilulissat,69.2167,-51.1,8.01,81.0,100.0,4.63,GL,1663050817.0
180,comodoro rivadavia,-45.8667,-67.5,1.92,80.0,0.0,2.57,AR,1663050817.0
181,luanda,-8.8368,13.2343,22.0,88.0,100.0,0.51,AO,1663050818.0
182,capaci,38.1711,13.2393,26.53,57.0,20.0,2.06,IT,1663050818.0
183,vao,-22.6667,167.4833,20.58,82.0,100.0,10.3,NC,1663050820.0
184,souillac,-20.5167,57.5167,25.21,61.0,75.0,6.17,MU,1663050814.0
185,labuan,5.2767,115.2417,32.2,66.0,20.0,2.57,MY,1663050821.0
187,codrington,-38.2667,141.9667,12.34,67.0,6.0,3.23,AU,1663050822.0
188,caravelas,-17.7125,-39.2481,19.68,87.0,54.0,1.77,BR,1663050823.0
189,tuktoyaktuk,69.4541,-133.0374,1.99,84.0,85.0,6.93,CA,1663050824.0
190,waihi beach,-37.4,175.9333,13.27,85.0,100.0,4.02,NZ,1663050824.0
191,creston,41.0586,-94.3614,13.73,93.0,0.0,0.0,US,1663050825.0
192,klaksvik,62.2266,-6.589,9.51,88.0,100.0,2.35,FO,1663050826.0
193,bela vista do paraiso,-22.9967,-51.1906,17.58,90.0,58.0,2.01,BR,1663050826.0
194,flagstaff,35.1981,-111.6513,16.85,88.0,0.0,0.45,US,1663050826.0
195,alexandria,31.2156,29.9553,27.33,63.0,0.0,4.45,EG,1663050827.0
196,havelock,34.8791,-76.9013,27.97,89.0,98.0,2.97,US,1663050828.0
197,bambanglipuro,-7.95,110.2833,28.56,69.0,68.0,7.09,ID,1663050828.0
198,te anau,-45.4167,167.7167,1.02,91.0,59.0,3.02,NZ,1663050829.0
199,faanui,-16.4833,-151.75,24.07,84.0,100.0,10.5,PF,1663050829.0
200,wagar,16.1525,36.2032,30.05,43.0,82.0,6.84,SD,1663050830.0
201,mayor pablo lagerenza,-19.9309,-60.7718,20.12,26.0,90.0,1.63,PY,1663050831.0
202,mitsamiouli,-11.3847,43.2844,26.16,65.0,40.0,4.63,KM,1663050831.0
203,port augusta,-32.5,137.7667,24.33,24.0,41.0,5.78,AU,1663050831.0
204,chuy,-33.6971,-53.4616,12.68,94.0,100.0,3.87,UY,1663050831.0
205,leh,34.1667,77.5833,16.6,28.0,11.0,2.55,IN,1663050833.0
206,rodrigues alves,-7.738,-72.6509,23.11,80.0,55.0,1.18,BR,1663050833.0
207,tiksi,71.6872,128.8694,5.04,72.0,100.0,5.66,RU,1663050834.0
208,ballater,57.0493,-3.0402,12.22,83.0,29.0,3.96,GB,1663050834.0
209,tasiilaq,65.6145,-37.6368,4.09,88.0,12.0,2.44,GL,1663050835.0
210,los llanos de aridane,28.6585,-17.9182,20.86,82.0,75.0,3.58,ES,1663050835.0
211,skjervoy,70.0311,20.9714,7.0,73.0,38.0,1.76,NO,1663050837.0
212,katsuura,35.1333,140.3,27.22,82.0,95.0,5.11,JP,1663050596.0
213,college,64.8569,-147.8028,10.55,81.0,75.0,0.0,US,1663050837.0
214,shenjiamen,29.9576,122.298,25.57,91.0,100.0,11.86,CN,1663050838.0
215,tiznit,29.5833,-9.5,20.52,67.0,100.0,0.58,MA,1663050838.0
216,honningsvag,70.9821,25.9704,5.86,75.0,100.0,3.09,NO,1663050838.0
217,gushikawa,26.3544,127.8686,30.35,80.0,75.0,7.2,JP,1663050839.0
218,faya,18.3851,42.4509,25.29,18.0,73.0,4.26,SA,1663050839.0
219,port elizabeth,-33.918,25.5701,15.73,63.0,20.0,5.81,ZA,1663051158.0
220,pundaguitan,6.3711,126.1689,29.42,70.0,11.0,5.41,PH,1663050839.0
221,san patricio,28.017,-97.5169,28.25,71.0,1.0,2.7,US,1663050840.0
222,petukhovo,55.0692,67.9019,14.22,44.0,72.0,2.35,RU,1663050840.0
223,esperance,-33.8667,121.9,18.91,49.0,100.0,13.53,AU,1663050656.0
224,senno,59.5336,33.9167,10.15,75.0,100.0,2.65,RU,1663050841.0
225,cockburn town,21.4612,-71.1419,28.65,70.0,2.0,5.66,TC,1663050841.0
227,bengkulu,-3.8004,102.2655,25.84,84.0,100.0,3.42,ID,1663050668.0
228,fort nelson,58.8053,-122.7002,5.77,87.0,20.0,1.03,CA,1663050843.0
229,dicabisagan,17.0818,122.4157,30.96,63.0,100.0,2.15,PH,1663050844.0
230,verkhnevilyuysk,63.4453,120.3167,10.02,78.0,100.0,2.55,RU,1663050844.0
231,laon,49.5667,3.6667,19.95,59.0,100.0,2.57,FR,1663050845.0
232,rocha,-34.4833,-54.3333,10.09,97.0,3.0,2.65,UY,1663050846.0
234,alindao,5.0267,21.2088,23.8,89.0,82.0,0.4,CF,1663050846.0
235,hwange,-18.3693,26.5019,26.36,24.0,0.0,5.32,ZW,1663050847.0
236,fairbanks,64.8378,-147.7164,10.55,82.0,40.0,0.0,US,1663050847.0
237,bambous virieux,-20.3428,57.7575,25.14,61.0,75.0,6.17,MU,1663051163.0
238,baykit,61.67,96.37,8.2,71.0,100.0,4.48,RU,1663050848.0
239,aljezur,37.3191,-8.8033,20.21,91.0,40.0,5.79,PT,1663050850.0
240,chokurdakh,70.6333,147.9167,4.74,73.0,100.0,1.12,RU,1663050850.0
241,inhambane,-23.865,35.3833,24.99,73.0,40.0,3.09,MZ,1663050852.0
242,nizhniy kuranakh,58.8353,125.4869,9.96,85.0,100.0,8.42,RU,1663050852.0
243,airai,-8.9266,125.4092,24.48,42.0,69.0,2.91,TL,1663050853.0
244,cap malheureux,-19.9842,57.6142,24.15,64.0,10.0,3.13,MU,1663050853.0
245,bethel,41.3712,-73.414,22.05,89.0,100.0,1.54,US,1663050853.0
246,severo-yeniseyskiy,60.3725,93.0408,5.93,76.0,100.0,3.94,RU,1663050855.0
247,strezhevoy,60.7333,77.5889,11.51,52.0,97.0,5.62,RU,1663050856.0
248,pemba,-12.974,40.5178,24.39,78.0,75.0,2.57,MZ,1663050857.0
249,puri,19.8,85.85,27.29,78.0,100.0,10.96,IN,1663050857.0
250,makasar,-5.14,119.4221,31.03,62.0,40.0,4.63,ID,1663050709.0
251,ludza,56.55,27.7167,9.91,95.0,100.0,2.34,LV,1663050858.0
253,kavieng,-2.5744,150.7967,29.21,65.0,28.0,5.54,PG,1663050860.0
254,qazvin,36.2797,50.0049,25.79,25.0,0.0,6.17,IR,1663050862.0
255,mumford,5.2618,-0.759,23.45,89.0,100.0,3.31,GH,1663050862.0
256,dunedin,-45.8742,170.5036,5.45,88.0,100.0,12.07,NZ,1663050856.0
257,nanortalik,60.1432,-45.2371,5.52,92.0,30.0,2.42,GL,1663050863.0
258,lebu,-37.6167,-73.65,8.28,84.0,37.0,0.93,CL,1663050863.0
259,plastun,44.7561,136.2939,22.42,46.0,0.0,3.91,RU,1663050864.0
260,khasan,42.4308,130.6434,23.01,79.0,100.0,4.24,RU,1663050865.0
261,itapecerica,-20.4725,-45.1256,18.87,72.0,34.0,2.35,BR,1663050865.0
262,biak,-0.9131,122.8766,26.9,76.0,85.0,3.96,ID,1663050866.0
263,georgetown,5.4112,100.3354,31.96,84.0,40.0,3.6,MY,1663050759.0
264,banepa,27.6298,85.5214,24.18,69.0,75.0,2.57,NP,1663050642.0
265,lastoursville,-0.8143,12.7287,24.65,74.0,22.0,2.12,GA,1663050867.0
266,yar-sale,66.8333,70.8333,6.31,70.0,90.0,1.1,RU,1663050868.0
267,hamilton,39.1834,-84.5333,17.71,79.0,75.0,3.09,US,1663050870.0
268,pochutla,15.7432,-96.4661,23.23,94.0,100.0,2.22,MX,1663050870.0
269,raudeberg,61.9875,5.1352,10.53,3.0,100.0,3.19,NO,1663050871.0
270,tabas,33.5959,56.9244,30.12,17.0,0.0,1.03,IR,1663050872.0
271,pisco,-13.7,-76.2167,16.03,77.0,100.0,1.03,PE,1663050872.0
273,samarai,-10.6167,150.6667,28.02,77.0,10.0,4.59,PG,1663050819.0
274,kasongo-lunda,-6.4667,16.8167,26.56,63.0,19.0,0.94,CD,1663050873.0
275,madaoua,14.073,5.96,26.81,74.0,43.0,5.07,NE,1663050873.0
276,akureyri,65.6835,-18.0878,6.96,93.0,100.0,0.0,IS,1663050873.0
277,la ronge,55.1001,-105.2842,5.14,87.0,20.0,0.51,CA,1663050874.0
278,chapais,49.7834,-74.8492,12.88,72.0,100.0,1.46,CA,1663050874.0
279,cabo san lucas,22.8909,-109.9124,28.06,79.0,11.0,0.45,MX,1663050875.0
280,nevyansk,57.4953,60.2112,13.86,56.0,42.0,1.26,RU,1663050875.0
282,hualmay,-11.0964,-77.6139,15.11,85.0,100.0,4.74,PE,1663050876.0
283,touros,-5.1989,-35.4608,22.27,89.0,57.0,5.33,BR,1663050876.0
284,vuktyl,63.8567,57.3094,7.32,94.0,100.0,3.93,RU,1663050877.0
285,tuatapere,-46.1333,167.6833,3.72,76.0,100.0,4.63,NZ,1663050877.0
286,zadar,44.1197,15.2422,16.34,88.0,0.0,2.06,HR,1663050877.0
287,marabba,12.35,32.1833,25.78,72.0,100.0,6.52,SD,1663050878.0
288,paracuru,-3.41,-39.0306,25.62,78.0,79.0,6.85,BR,1663050879.0
289,maltahohe,-24.8333,16.9833,14.14,15.0,6.0,7.59,NA,1663050881.0
290,namatanai,-3.6667,152.4333,28.59,66.0,100.0,4.82,PG,1663050881.0
291,do gonbadan,30.3586,50.7981,33.05,25.0,0.0,2.06,IR,1663050882.0
292,vangaindrano,-23.35,47.6,24.05,56.0,0.0,4.14,MG,1663050882.0
293,amapa,1.0,-52.0,20.78,99.0,24.0,0.8,BR,1663050883.0
294,nanpiao,41.0982,120.7479,29.31,43.0,0.0,6.01,CN,1663050883.0
295,nata,8.3333,-80.5167,24.44,90.0,100.0,2.19,PA,1663050883.0
296,biltine,14.5333,20.9167,27.52,54.0,100.0,5.04,TD,1663050885.0
297,sao gabriel da cachoeira,-0.1303,-67.0892,21.68,99.0,100.0,0.38,BR,1663050885.0
298,kotli loharan,32.5883,74.4932,31.94,59.0,0.0,2.06,PK,1663050886.0
299,fosses,49.0981,2.5096,19.75,77.0,0.0,4.12,FR,1663050886.0
300,eyl,7.9803,49.8164,30.91,48.0,100.0,11.22,SO,1663050887.0
