,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
301,hamamatsu,34.7,137.7333,31.07,61.0,76.0,4.17,JP,1663050346.0
302,lisakovsk,52.5369,62.4936,15.47,41.0,2.0,3.94,KZ,1663050889.0
303,nyurba,63.2842,118.3319,8.42,96.0,100.0,2.2,RU,1663050889.0
304,yerbogachen,61.2767,108.0108,7.85,80.0,94.0,6.67,RU,1663050891.0
305,peniche,39.3558,-9.3811,20.31,93.0,99.0,9.88,PT,1663050891.0
306,puerto leguizamo,-0.1934,-74.7819,22.37,85.0,65.0,0.62,CO,1663050892.0
307,russell,32.3502,-85.1999,22.6,83.0,20.0,1.54,US,1663050893.0
308,ugoofaaru,5.6667,73.0,27.15,78.0,5.0,3.3,MV,1663050808.0
309,guerrero negro,27.9769,-114.0611,22.62,82.0,0.0,4.53,MX,1663050894.0
310,batagay-alyta,67.8006,130.4114,2.97,86.0,99.0,1.13,RU,1663050894.0
311,yarada,17.65,83.2667,27.18,89.0,100.0,2.06,IN,1663050896.0
312,haines junction,60.7522,-137.5108,2.97,87.0,97.0,0.51,CA,1663050897.0
313,bundaberg,-24.85,152.35,25.12,43.0,0.0,1.34,AU,1663050812.0
314,carballo,43.213,-8.691,20.43,86.0,100.0,2.29,ES,1663050898.0
315,ambon,-3.6954,128.1814,29.08,74.0,40.0,4.12,ID,1663050899.0
316,kargopol,61.5071,38.9456,12.57,64.0,86.0,3.19,RU,1663050899.0
317,birao,10.2849,22.7882,23.08,87.0,94.0,1.71,CF,1663050900.0
318,christchurch,-43.5333,172.6333,11.62,55.0,100.0,4.12,NZ,1663050829.0
319,torrijos,39.9819,-4.2835,18.17,85.0,100.0,4.7,ES,1663050900.0
320,lodja,-3.4833,23.4333,25.5,74.0,95.0,1.81,CD,1663050901.0
321,smoky lake,54.1169,-112.4686,10.4,62.0,18.0,2.57,CA,1663050901.0
323,pichayevo,53.2363,42.2032,9.93,45.0,100.0,7.35,RU,1663050902.0
324,vrangel,42.7297,133.0839,24.31,62.0,100.0,5.34,RU,1663050902.0
325,kozhevnikovo,56.2589,83.9714,11.81,45.0,71.0,1.74,RU,1663050903.0
326,cicanesti,45.25,24.6333,15.0,49.0,3.0,1.44,RO,1663050904.0
327,okhotsk,59.3833,143.3,12.91,45.0,0.0,4.69,RU,1663050906.0
328,iqaluit,63.7506,-68.5145,3.85,100.0,100.0,2.57,CA,1663050907.0
329,abu samrah,35.3029,37.1841,27.66,47.0,0.0,6.0,SY,1663050907.0
330,port macquarie,-31.4333,152.9167,16.94,63.0,6.0,7.72,AU,1663050771.0
332,dunmore east,52.1514,-6.9861,12.78,77.0,0.0,4.63,IE,1663050908.0
333,port lincoln,-34.7333,135.8667,15.81,74.0,6.0,5.81,AU,1663050908.0
334,warwick,41.7001,-71.4162,21.61,90.0,100.0,2.57,US,1663050909.0
335,fuyu,45.1833,124.8167,22.45,31.0,0.0,3.37,CN,1663050910.0
336,severnoye,56.3491,78.3619,10.89,47.0,99.0,1.6,RU,1663050911.0
338,beoumi,7.6736,-5.5764,22.14,97.0,100.0,2.7,CI,1663050913.0
339,omboue,-1.5746,9.2618,24.43,74.0,100.0,2.57,GA,1663050914.0
340,mehamn,71.0357,27.8492,4.97,81.0,75.0,5.66,NO,1663050914.0
341,obo,5.3998,26.4869,22.37,86.0,100.0,2.65,CF,1663050915.0
342,birin,26.8865,88.0718,17.16,96.0,100.0,1.3,NP,1663050916.0
343,el estor,15.5333,-89.35,23.65,96.0,100.0,0.65,GT,1663050916.0
344,bend,44.0582,-121.3153,16.37,70.0,0.0,3.09,US,1663050916.0
345,ust-nera,64.5667,143.2,6.87,41.0,6.0,2.27,RU,1663050917.0
346,bogande,12.9714,-0.1436,22.76,88.0,100.0,1.85,BF,1663050917.0
347,noumea,-22.2763,166.4572,22.99,89.0,100.0,3.08,NC,1663051092.0
348,dobre miasto,53.9867,20.3975,13.26,61.0,81.0,3.69,PL,1663050918.0
349,forestville,38.8451,-76.875,22.0,96.0,20.0,2.57,US,1663050918.0
351,bud,39.447,-86.1758,16.97,89.0,4.0,3.19,US,1663050919.0
352,pimentel,-6.8367,-79.9342,15.94,87.0,95.0,7.07,PE,1663050921.0
353,bar harbor,44.3876,-68.2039,17.37,91.0,0.0,1.54,US,1663050921.0
354,yinchuan,38.4681,106.2731,28.58,22.0,8.0,8.04,CN,1663050922.0
355,mapimi,25.8167,-103.85,21.07,51.0,0.0,1.45,MX,1663050922.0
356,sinjar,36.3209,41.8754,32.01,21.0,0.0,1.43,IQ,1663050922.0
357,aleksandrov gay,50.147,48.5704,18.35,30.0,100.0,7.66,RU,1663050923.0
359,dukat,62.55,155.55,0.5,90.0,94.0,2.89,RU,1663050926.0
360,seddon,-37.8068,144.8916,13.9,60.0,75.0,4.12,AU,1663050926.0
363,alice springs,-23.7,133.8833,30.75,16.0,0.0,3.6,AU,1663050931.0
365,ewa beach,21.3156,-158.0072,26.97,70.0,0.0,6.17,US,1663050932.0
366,victoria,22.2855,114.1577,36.09,47.0,0.0,4.02,HK,1663050716.0
367,karratha,-20.7377,116.8463,26.03,50.0,5.0,8.29,AU,1663050800.0
368,saint-philippe,-21.3585,55.7679,24.77,63.0,16.0,3.69,RE,1663050855.0
370,dale,38.1689,-86.99,16.51,82.0,0.0,0.0,US,1663050933.0
372,santa maria,-29.6842,-53.8069,11.0,98.0,34.0,1.74,BR,1663050934.0
373,sangar,63.9242,127.4739,7.34,80.0,100.0,10.01,RU,1663050934.0
374,tsaratanana,-16.7833,47.65,27.25,40.0,1.0,3.97,MG,1663050934.0
375,hays,30.0502,-98.0336,25.16,72.0,1.0,2.12,US,1663050935.0
376,along,28.1667,94.7667,31.07,63.0,98.0,1.74,IN,1663050935.0
377,ramnagar,29.4,79.1167,31.05,58.0,40.0,2.41,IN,1663050936.0
379,villa carlos paz,-31.4241,-64.4978,9.11,35.0,4.0,1.62,AR,1663050937.0
380,killybegs,54.6333,-8.45,13.88,73.0,97.0,3.39,IE,1663050937.0
381,shirokiy,49.758,129.523,16.12,51.0,29.0,3.37,RU,1663050937.0
382,sulangan,11.1373,123.7228,29.65,66.0,63.0,1.91,PH,1663050938.0
383,wanaka,-44.7,169.15,5.62,75.0,93.0,3.58,NZ,1663050938.0
384,hobyo,5.3505,48.5268,28.24,68.0,90.0,10.67,SO,1663050940.0
385,bara,10.3744,10.7288,24.03,88.0,100.0,6.23,NG,1663050940.0
386,naze,28.3667,129.4833,26.51,84.0,46.0,6.85,JP,1663050747.0
387,ixtapa,20.7,-105.2,25.68,93.0,100.0,1.26,MX,1663050940.0
388,kurumkan,54.3,110.3,15.61,48.0,44.0,4.13,RU,1663050942.0
389,astara,38.5,48.6667,25.99,57.0,0.0,2.96,AZ,1663050942.0
390,turukhansk,65.8167,87.9833,4.44,94.0,100.0,7.03,RU,1663050944.0
391,punta alta,-38.8759,-62.0736,8.39,91.0,0.0,3.12,AR,1663050944.0
392,burnie,-41.0667,145.9167,11.08,43.0,2.0,2.13,AU,1663050944.0
393,marsa matruh,31.3525,27.2453,26.93,64.0,7.0,5.2,EG,1663050945.0
394,hajnowka,52.7433,23.5812,11.68,92.0,100.0,0.45,PL,1663050945.0
395,san luis,-33.295,-66.3356,12.51,26.0,21.0,4.02,AR,1663050946.0
397,ulladulla,-35.35,150.4667,14.32,58.0,9.0,3.77,AU,1663050946.0
398,pangai,-19.8,-174.35,26.06,78.0,40.0,5.66,TO,1663050947.0
399,mayo,38.8876,-76.5119,22.97,95.0,20.0,1.54,US,1663050947.0
400,iwaki,37.05,140.8833,31.34,80.0,100.0,2.56,JP,1663050850.0
401,susanville,40.4163,-120.653,16.91,87.0,75.0,2.57,US,1663050947.0
402,hambantota,6.1241,81.1185,34.19,59.0,75.0,5.66,LK,1663050948.0
403,kutum,14.2,24.6667,26.21,50.0,82.0,2.28,SD,1663050948.0
404,varnavino,57.4035,45.0916,11.95,62.0,93.0,2.36,RU,1663050949.0
405,rio grande,-32.035,-52.0986,13.3,97.0,100.0,3.47,BR,1663050949.0
406,aranos,-24.1333,19.1167,16.56,14.0,0.0,7.63,NA,1663050949.0
407,buin,-33.7333,-70.75,11.35,81.0,100.0,1.13,CL,1663050950.0
408,marawi,7.9986,124.2928,24.85,85.0,100.0,0.75,PH,1663050855.0
409,limoges,45.75,1.3333,21.31,78.0,0.0,3.6,FR,1663050950.0
410,kawalu,-7.3817,108.2082,26.6,80.0,65.0,2.44,ID,1663050950.0
411,conde,-7.2597,-34.9075,20.7,100.0,0.0,2.57,BR,1663050951.0
412,itarema,-2.9248,-39.9167,25.27,77.0,70.0,7.11,BR,1663050951.0
413,lorengau,-2.0226,147.2712,28.45,65.0,33.0,4.82,PG,1663050952.0
414,huarmey,-10.0681,-78.1522,15.59,85.0,71.0,4.6,PE,1663050953.0
415,takoradi,4.8845,-1.7554,23.33,91.0,100.0,2.67,GH,1663050953.0
416,ganzhou,28.8184,115.4327,33.04,32.0,0.0,5.92,CN,1663051015.0
417,chernyshevskiy,63.0128,112.4714,4.95,96.0,100.0,5.42,RU,1663050954.0
418,trinidad,-14.8333,-64.9,24.36,62.0,28.0,0.33,BO,1663050955.0
419,kununurra,-15.7667,128.7333,36.99,30.0,40.0,5.66,AU,1663050847.0
420,shache,38.4167,77.2406,30.95,14.0,100.0,4.99,CN,1663050956.0
421,gat,31.61,34.7642,27.38,100.0,84.0,2.29,IL,1663050956.0
422,arrecife,28.963,-13.5477,21.99,83.0,20.0,2.06,ES,1663050957.0
423,narsaq,60.9167,-46.05,4.12,65.0,0.0,2.09,GL,1663050708.0
424,duku,11.2361,4.9073,22.9,93.0,100.0,2.05,NG,1663050958.0
425,san andres,12.5847,-81.7006,28.01,83.0,40.0,3.09,CO,1663050958.0
426,skibbereen,51.55,-9.2667,15.62,78.0,100.0,6.57,IE,1663050958.0
428,warragul,-38.1667,145.9333,12.83,49.0,3.0,1.97,AU,1663050959.0
429,hovd,48.0056,91.6419,15.94,21.0,100.0,4.26,MN,1663050960.0
430,pangnirtung,66.1451,-65.7125,6.68,78.0,100.0,4.76,CA,1663050962.0
431,ketchikan,55.3422,-131.6461,11.26,82.0,0.0,2.06,US,1663050963.0
432,chateau-thierry,49.05,3.4,16.66,54.0,100.0,2.53,FR,1663050963.0
433,palaikastron,35.2,26.25,24.55,63.0,0.0,10.25,GR,1663050963.0
434,bagotville,-28.9833,153.4167,18.81,70.0,13.0,5.47,AU,1663050964.0
435,sirjan,29.452,55.6814,28.76,22.0,13.0,2.55,IR,1663050964.0
436,zinder,13.8072,8.9881,23.98,83.0,0.0,3.09,NE,1663050965.0
437,plettenberg bay,-34.0527,23.3716,16.13,52.0,1.0,2.22,ZA,1663050965.0
438,tura,25.5198,90.2201,23.27,96.0,100.0,1.37,IN,1663050966.0
439,photharam,13.6923,99.8497,32.76,83.0,74.0,1.74,TH,1663050967.0
440,kavaratti,10.5669,72.642,27.14,79.0,22.0,6.4,IN,1663050967.0
441,cururupu,-1.8283,-44.8683,24.21,89.0,83.0,2.27,BR,1663050967.0
442,srednekolymsk,67.45,153.6833,4.99,80.0,100.0,3.21,RU,1663050968.0
443,fortuna,40.5982,-124.1573,13.32,93.0,100.0,1.54,US,1663050968.0
444,fenyi,27.8112,114.6681,34.64,29.0,2.0,3.49,CN,1663050969.0
445,filadelfia,39.9523,-75.1638,24.01,95.0,100.0,1.34,US,1663050700.0
446,andenes,69.3143,16.1194,7.99,87.0,20.0,8.23,NO,1663050970.0
447,tokur,53.1333,132.9,11.47,43.0,100.0,1.12,RU,1663050970.0
448,buchanan,5.8808,-10.0467,24.55,85.0,100.0,3.48,LR,1663050971.0
449,kandrian,-6.2167,149.55,28.7,66.0,40.0,5.04,PG,1663050971.0
450,alta floresta,-9.8756,-56.0861,22.38,35.0,13.0,0.73,BR,1663050971.0
451,herat,34.5,62.0,24.27,13.0,0.0,4.02,AF,1663050972.0
452,oyama,36.3,139.8,33.66,47.0,100.0,1.24,JP,1663050917.0
453,beyneu,45.3167,55.2,22.42,25.0,16.0,10.48,KZ,1663050973.0
455,rincon,32.296,-81.2354,25.48,93.0,20.0,2.06,US,1663050974.0
456,la mana,-0.9333,-79.2167,21.03,85.0,11.0,0.52,EC,1663050974.0
457,safaga,26.7292,33.9365,32.19,39.0,0.0,5.62,EG,1663050976.0
458,ozinki,51.1786,49.6769,17.64,34.0,100.0,8.1,RU,1663050976.0
459,shihezi,44.3,86.0333,19.14,37.0,100.0,0.84,CN,1663050976.0
460,gorontalo,0.5412,123.0595,29.7,70.0,56.0,2.6,ID,1663050977.0
461,vila velha,-20.3297,-40.2925,20.97,96.0,100.0,1.03,BR,1663050977.0
462,ginda,30.6945,78.4932,22.88,74.0,69.0,1.94,IN,1663050978.0
463,rengo,-34.4167,-70.8667,8.98,85.0,100.0,0.58,CL,1663050978.0
464,saldanha,-33.0117,17.9442,10.03,72.0,0.0,5.93,ZA,1663050817.0
465,svetlaya,46.5389,138.3297,19.65,57.0,3.0,5.45,RU,1663050979.0
466,grand-santi,4.25,-54.3833,21.41,100.0,34.0,0.75,GF,1663050980.0
467,namibe,-15.1961,12.1522,18.72,82.0,91.0,0.75,AO,1663050981.0
468,palm bay,28.0345,-80.5887,25.0,95.0,0.0,2.68,US,1663050981.0
469,soyo,-6.1349,12.3689,23.42,81.0,100.0,3.54,AO,1663050982.0
470,catamarca,-28.4696,-65.7852,14.21,30.0,0.0,5.54,AR,1663050982.0
471,gualeguay,-33.1416,-59.3097,7.35,83.0,0.0,1.34,AR,1663050983.0
472,shizilu,35.1711,118.8289,25.65,67.0,47.0,5.94,CN,1663050983.0
473,ariquemes,-9.9133,-63.0408,24.08,71.0,19.0,0.87,BR,1663050983.0
474,lethbridge,49.7,-112.8186,15.27,82.0,0.0,2.06,CA,1663050984.0
475,kieta,-6.2167,155.6333,27.83,73.0,80.0,2.5,PG,1663050984.0
476,shwebo,22.5667,95.7,30.23,66.0,99.0,2.66,MM,1663050984.0
477,vostochnyy,55.8167,37.8667,10.21,49.0,81.0,5.07,RU,1663050985.0
478,mayumba,-3.432,10.6554,23.95,75.0,100.0,2.48,GA,1663050985.0
479,gamba,-2.65,10.0,23.81,75.0,100.0,2.25,GA,1663050986.0
480,sarahan,31.5167,77.8,22.55,62.0,17.0,3.55,IN,1663050986.0
481,lompoc,34.6391,-120.4579,17.79,91.0,100.0,2.57,US,1663050986.0
482,richards bay,-28.783,32.0377,17.25,87.0,100.0,1.81,ZA,1663050987.0
483,arman,59.7,150.1667,11.15,51.0,6.0,6.65,RU,1663050988.0
484,avera,33.194,-82.5271,21.73,86.0,13.0,2.46,US,1663050988.0
485,clifton,40.8584,-74.1638,23.59,92.0,100.0,2.06,US,1663050989.0
486,kabanjahe,3.1001,98.4908,21.9,78.0,100.0,1.59,ID,1663050990.0
487,oskemen,49.9565,82.6119,10.98,76.0,100.0,4.0,KZ,1663050990.0
488,lata,40.1629,-8.3327,18.93,83.0,100.0,4.92,PT,1663050991.0
489,linjiang,41.8069,126.9078,25.86,62.0,100.0,2.02,CN,1663050991.0
490,nurota,40.5614,65.6886,24.28,19.0,0.0,3.72,UZ,1663050992.0
491,grindavik,63.8424,-22.4338,9.97,87.0,75.0,3.6,IS,1663050992.0
492,tuxtla gutierrez,16.75,-93.1167,21.15,99.0,100.0,0.69,MX,1663050992.0
493,apple valley,34.5008,-117.1859,21.55,75.0,48.0,4.15,US,1663050993.0
494,ust-uda,54.1742,103.0304,12.5,55.0,75.0,5.12,RU,1663050993.0
495,sambava,-14.2667,50.1667,24.43,67.0,30.0,5.54,MG,1663050994.0
496,bridlington,54.0831,-0.1919,11.61,82.0,69.0,4.01,GB,1663050994.0
497,belmopan,17.25,-88.7667,24.21,99.0,100.0,0.21,BZ,1663050995.0
498,lakatoro,-16.0999,167.4164,26.45,77.0,12.0,3.56,VU,1663050995.0
499,neiafu,-18.65,-173.9833,25.38,83.0,20.0,3.09,TO,1663050996.0
500,laibin,23.7,109.2667,32.29,47.0,100.0,3.18,CN,1663050996.0
501,margate,51.3813,1.3862,19.61,89.0,100.0,2.24,GB,1663050806.0
502,butterworth,5.3991,100.3638,32.02,84.0,40.0,3.6,MY,1663050711.0
503,zhangzhou,24.5133,117.6556,34.96,23.0,25.0,3.17,CN,1663050997.0
504,bedesa,8.9,40.7833,20.38,73.0,83.0,3.66,ET,1663050997.0
505,saint anthony,45.0205,-93.218,15.08,88.0,0.0,0.0,US,1663050998.0
506,hirara,24.8,125.2833,27.15,89.0,75.0,11.32,JP,1663050824.0
507,garmsar,35.2182,52.3409,30.45,13.0,0.0,3.41,IR,1663050999.0
508,aksu,41.1231,80.2644,29.12,18.0,50.0,8.28,CN,1663051001.0
509,sorland,67.667,12.6934,10.92,66.0,0.0,9.26,NO,1663051001.0
510,khorramabad,33.4878,48.3558,26.79,13.0,0.0,2.06,IR,1663051001.0
511,iquique,-20.2208,-70.1431,14.02,78.0,39.0,1.91,CL,1663051002.0
512,mildura,-34.2,142.15,20.04,43.0,100.0,1.39,AU,1663051002.0
513,yashkul,46.1711,45.3435,25.6,43.0,94.0,7.19,RU,1663050764.0
514,atasu,48.6814,71.6433,14.74,27.0,77.0,3.21,KZ,1663051002.0
515,huancavelica,-12.7667,-74.9833,4.29,80.0,96.0,0.69,PE,1663051003.0
516,galveston,29.3669,-94.9669,27.22,86.0,0.0,2.06,US,1663051003.0
517,sohbatpur,28.5202,68.5434,37.02,37.0,0.0,1.24,PK,1663051003.0
518,ust-omchug,61.15,149.6333,5.08,64.0,17.0,3.19,RU,1663051004.0
519,kidal,18.4411,1.4078,30.77,32.0,90.0,4.76,ML,1663051004.0
520,xuanwu,32.069,118.8138,21.97,67.0,100.0,4.64,CN,1663051005.0
521,luena,-11.7833,19.9167,25.86,15.0,7.0,1.58,AO,1663051005.0
522,menomonie,44.8755,-91.9193,12.66,100.0,0.0,0.0,US,1663050855.0
523,ravar,31.2656,56.8055,30.6,11.0,0.0,3.41,IR,1663051006.0
524,banjar,-8.19,114.9675,30.68,59.0,48.0,0.66,ID,1663051007.0
525,beloha,-25.1667,45.05,25.0,50.0,0.0,6.25,MG,1663051007.0
526,kharp,66.8014,65.8081,5.88,79.0,100.0,0.98,RU,1663051007.0
527,vanatori,45.7333,27.25,15.16,63.0,100.0,2.08,RO,1663051008.0
528,uruacu,-14.5247,-49.1408,24.84,26.0,23.0,1.88,BR,1663051008.0
529,maniitsoq,65.4167,-52.9,6.03,87.0,98.0,4.25,GL,1663051009.0
530,cao bang,22.6667,106.25,30.33,68.0,100.0,0.38,VN,1663050872.0
531,kaeo,-35.1,173.7833,13.73,87.0,19.0,4.69,NZ,1663051009.0
532,japura,-0.3167,102.35,24.85,94.0,100.0,1.65,ID,1663051009.0
533,krasnoselkup,65.7,82.4667,6.51,93.0,100.0,8.54,RU,1663051010.0
534,garden city,42.3256,-83.331,16.0,85.0,100.0,3.09,US,1663051010.0
535,sargatskoye,55.6101,73.4972,13.33,38.0,88.0,1.79,RU,1663051011.0
536,chinhoyi,-17.3667,30.2,24.39,29.0,8.0,4.96,ZW,1663051012.0
537,chongwe,-15.3292,28.682,24.54,33.0,16.0,6.19,ZM,1663051012.0
538,bubaque,11.2833,-15.8333,26.94,81.0,83.0,6.79,GW,1663051012.0
539,tiarei,-17.5333,-149.3333,25.56,74.0,100.0,9.61,PF,1663051013.0
540,ndende,-2.4008,11.3581,24.63,69.0,33.0,1.89,GA,1663051013.0
541,san cristobal,7.7669,-72.225,18.15,98.0,100.0,0.8,VE,1663051014.0
542,road town,18.4167,-64.6167,28.32,72.0,51.0,6.8,VG,1663051014.0
543,lasa,46.6166,10.7002,13.49,46.0,56.0,2.07,IT,1663051014.0
544,paveh,35.0434,46.3565,29.6,14.0,0.0,3.19,IR,1663051014.0
545,ures,29.4333,-110.4,25.49,71.0,0.0,0.75,MX,1663051016.0
546,gravdal,68.1214,13.5031,9.28,78.0,91.0,7.5,NO,1663051016.0
547,bogomila,41.5931,21.4717,11.1,49.0,25.0,0.49,MK,1663051017.0
548,verkhoyansk,67.5447,133.385,9.23,67.0,100.0,1.61,RU,1663051017.0
549,vanimo,-2.6741,141.3028,28.62,73.0,48.0,3.77,PG,1663051017.0
550,dubbo,-32.25,148.6167,16.07,39.0,5.0,3.09,AU,1663050960.0
551,belaya gora,68.5333,146.4167,7.85,47.0,8.0,1.5,RU,1663051018.0
552,aykhal,66.0,111.5,3.2,79.0,100.0,5.18,RU,1663051018.0
554,karasjok,69.4719,25.5112,4.79,91.0,100.0,2.54,NO,1663051019.0
556,pacifica,37.6138,-122.4869,17.91,92.0,75.0,6.17,US,1663051020.0
557,manicore,-5.8092,-61.3003,23.97,94.0,0.0,0.0,BR,1663051020.0
560,matadi,-5.8167,13.45,24.27,72.0,100.0,3.17,CD,1663051021.0
561,atemar,54.181,45.4091,11.52,62.0,100.0,7.75,RU,1663051022.0
562,abashiri,44.0213,144.2697,26.16,61.0,75.0,3.09,JP,1663050907.0
563,boende,-0.2167,20.8667,26.66,74.0,85.0,0.9,CD,1663051023.0
564,diego de almagro,-26.3667,-70.05,6.55,78.0,1.0,0.06,CL,1663051023.0
565,zhigansk,66.7697,123.3711,7.21,82.0,100.0,3.58,RU,1663051024.0
566,neuquen,-38.9516,-68.0591,4.94,75.0,0.0,2.57,AR,1663051025.0
567,jinchang,38.4953,102.1739,28.65,24.0,81.0,8.49,CN,1663051026.0
568,keti bandar,24.1447,67.4497,32.11,60.0,40.0,4.47,PK,1663051026.0
569,kyshtym,55.714,60.5528,14.19,47.0,6.0,1.19,RU,1663051026.0
570,inuvik,68.3499,-133.7218,4.48,93.0,20.0,5.66,CA,1663051236.0
571,kurkino,53.4257,38.6582,8.46,89.0,100.0,7.3,RU,1663051028.0
572,lincoln,40.8,-96.667,18.52,72.0,0.0,1.79,US,1663050730.0
573,amahai,-3.3333,128.9167,27.93,77.0,26.0,4.18,ID,1663051028.0
574,wufeng,27.45,104.8333,21.24,65.0,90.0,2.22,CN,1663051029.0
575,santiago del estero,-27.7951,-64.2615,11.58,45.0,0.0,1.39,AR,1663051030.0
576,kimbe,-5.5502,150.1429,29.19,61.0,85.0,1.44,PG,1663051030.0
577,yelan,50.949,43.7378,11.36,67.0,100.0,10.31,RU,1663051031.0
578,buraydah,26.326,43.975,33.25,7.0,0.0,3.88,SA,1663051032.0
579,wilmington,34.2257,-77.9447,27.22,87.0,0.0,3.09,US,1663050824.0
580,mareeba,-17.0,145.4333,26.91,61.0,7.0,3.65,AU,1663051032.0
582,qaqortoq,60.7167,-46.0333,6.09,87.0,0.0,0.96,GL,1663051033.0
583,olafsvik,64.8945,-23.7142,8.31,83.0,100.0,4.45,IS,1663051033.0
584,sur,22.5667,59.5289,34.15,47.0,6.0,2.25,OM,1663051034.0
585,riverton,40.5219,-111.9391,24.09,44.0,0.0,4.63,US,1663051034.0
586,hailun,47.45,126.9333,21.78,28.0,0.0,2.29,CN,1663051034.0
587,sinnar,13.5691,33.5672,22.44,80.0,100.0,1.0,SD,1663051035.0
588,ferrol,43.4832,-8.2369,20.88,92.0,99.0,2.01,ES,1663051035.0
589,odienne,9.51,-7.5692,21.21,97.0,100.0,1.26,CI,1663051035.0
590,keningau,5.3378,116.1602,28.67,73.0,83.0,1.66,MY,1663050916.0
591,luwuk,-0.9516,122.7875,27.91,79.0,84.0,3.54,ID,1663051036.0
592,port hedland,-20.3167,118.5667,27.03,44.0,0.0,9.77,AU,1663050741.0
593,khash,28.2211,61.2158,30.72,12.0,0.0,0.96,IR,1663051036.0
594,naberera,-4.2,36.9333,19.94,55.0,52.0,5.35,TZ,1663051037.0
595,taft,31.7471,54.2088,26.97,14.0,20.0,1.03,IR,1663051037.0
596,fuerte olimpo,-21.0415,-57.8738,20.03,61.0,100.0,1.84,PY,1663051037.0
597,buala,-8.145,159.5921,27.67,74.0,40.0,1.92,SB,1663051039.0
598,purranque,-40.9167,-73.1667,3.63,99.0,31.0,0.66,CL,1663051039.0
599,bridgetown,13.1,-59.6167,28.27,78.0,40.0,4.63,BB,1663051039.0
600,mahibadhoo,3.7833,72.9667,27.25,75.0,2.0,2.33,MV,1663051039.0
601,bo rai,12.5728,102.5371,32.63,78.0,98.0,1.65,TH,1663051040.0
